chu mangs|<place> Toyikā (Skt: toyikā): The place where the Buddha showed the skeleton of the Buddha Kāśyapa to monks. (Original glossary entry: https://84000.co/glossary/entity-16848.html)
chu mig ring mo|<place> Chumik Ringmo: A monastery in Tsang, located west of present-day Shigatse. (Original glossary entry: https://84000.co/glossary/entity-44910.html)
chu mnyam par gyur pa|<place> Even Waters: An ocean between Godānīya and Videha. (Original glossary entry: https://84000.co/glossary/entity-30114.html)
chu na gnas pa|<term> water dwellers: A class of asuras. (Original glossary entry: https://84000.co/glossary/entity-29656.html)
chu na spyod pa|<person> Jalacara (Skt: jalacara): Name of ayakṣa. (Original glossary entry: https://84000.co/glossary/entity-11468.html)
chu nag po|<place> Black Waters: (1) An ocean far off the coast of Jambudvīpa. (2) A river on Forest Garlands. (Original glossary entry: https://84000.co/glossary/entity-29883.html)
chu nang spyod|<person> Jalānantaścara (Skt: jalānantaścara): Avidyārāja from the personal retinue of Vajrapāṇi. (Original glossary entry: https://84000.co/glossary/entity-11469.html)
chu rab tu dang ba|<place> Bright Waters: An ocean far off the coast of Jambudvīpa. (Original glossary entry: https://84000.co/glossary/entity-29910.html)
chu rab tu dga' ba|<place> Delightful Waters: A lotus pond in Pair of Śāla Trees. (Original glossary entry: https://84000.co/glossary/entity-30031.html)
chu rgyun rjes su 'bab pa|<place> Descending Stream: A pond in one of King Dhṛtarāṣṭra's parks. (Original glossary entry: https://84000.co/glossary/entity-44569.html)
chu rlabs|<person> Jalataraṅga (Skt: jalataraṅga): A future buddha. (Original glossary entry: https://84000.co/glossary/entity-7690.html)
chu sbyin chen po|<person> Great Water-Giver: A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-36088.html)
chu sbyin sngo ba|<person> Nīlāmbuda (Skt: nīlāmbuda): One of the kings of thenāgas. (Original glossary entry: https://84000.co/glossary/entity-11864.html)
chu sbyin sprin chen|<person> Mahāmeghāmbuda (Skt: mahāmeghāmbuda): A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-36073.html)
chu sbyin|<person> Ambuda (Skt: ambuda): A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-36087.html)
chu sgra kun nas sgrogs pa|<place> Sounds of Water: A forest on Encircled by White Clouds. (Original glossary entry: https://84000.co/glossary/entity-30723.html)
chu sgra|<place> Sound of Water (Skt: jambhāvitāra): One of sixteen realms that surround the Hell of Ultimate Torment. (Original glossary entry: https://84000.co/glossary/entity-30721.html)
chu shing bsregs pa'i tshal|<place> Smoky Forest of Burning Plantains (Skt: kadalīdhūmavana): One of sixteen realms that surround the Howling Hell. (Original glossary entry: https://84000.co/glossary/entity-30713.html)
chu shing|<term> banana plant, plantain tree (Skt: kadalī): Musa paradisiaca according to the Pandanus Database of Plants. (Original glossary entry: https://84000.co/glossary/entity-34337.html)
chu skyes|<person> Abjaka (Skt: abjaka): A nāga king. (Original glossary entry: https://84000.co/glossary/entity-43033.html)
chu skyes|<person> Water Born: A prince who was the Buddha in a former life. (Original glossary entry: https://84000.co/glossary/entity-16672.html)
chu skyes|<place> Jalāgamā (Skt: jalāgamā): The name of the river in this story, which means “Arriving Water.” (Original glossary entry: https://84000.co/glossary/entity-46606.html)\n\nSynonym: {chu 'bab pa}
chu skyong|<place> Dagapāla (Skt: dagapāla): The mountain that the cakravartin Durdhana, a previous life of Śākyamuni, leaps from in order to make a gift of his body. (Original glossary entry: https://84000.co/glossary/entity-42936.html)
chu smad|<person> Āṣādhas (Skt: āṣādhas): A constellation in the west, personified as a semidivine being. Here called upon for protection. (Original glossary entry: https://84000.co/glossary/entity-5088.html)
chu smad|<term> Uttārāṣāḍhā (Skt: (not in the skt. source of the mmk), uttarāṣāḍhā): \n1) The name of a lunar asterism. Its chief star is known as Sigma Sagittarii in the occidental tradition.\n2) The name of a nakṣatra. One of the two Āṣāḍhās.\n3) A lunar mansion in the west.\n\n(Original glossary entry: https://84000.co/glossary/entity-33277.html)
chu sngon po|<place> Blue Waters: An ocean far off the coast of Jambudvīpa. (Original glossary entry: https://84000.co/glossary/entity-29895.html)
chu sog ma med kyis byin|<person> Apalāladatta (Skt: apalāladatta): A nāga king. (Original glossary entry: https://84000.co/glossary/entity-34867.html)
chu srid|<term> reign: Rule, kingdom, government, lit. “water domain.” See Kapstein 2006, p. 4. (Original glossary entry: https://84000.co/glossary/entity-10489.html)
chu srin 'dul|<person> Makarandama (Skt: makarandama): A yakṣa general. (Original glossary entry: https://84000.co/glossary/entity-43305.html)
chu srin byis pa gsod kyi ri|<place> Suṃsumāragiri (Skt: śiśumāragiri): The name of the capital of the country of the Bhaggas (Skt. Bhargas), a small tribal oligarchy belonging to the Vṛji confederacy and situated between Vaiśālī and Śrāvastī (cf. Witzel 2003, p. 55). The Pali word susumāra literally means “child killing.” (Original glossary entry: https://84000.co/glossary/entity-2380.html)\n\nSynonyms: {chu srin byis pa gsod lta bu'i ri}, {shi shu ma ri'i ri}
chu srin byis pa gsod lta bu'i ri|<place> Mount Śuśumāra (Skt: śuśumāragiri): Sometimes has the alternative Sanskrit spelling Śiśumāragiri. (Original glossary entry: https://84000.co/glossary/entity-2380.html)\n\nSynonyms: {chu srin byis pa gsod kyi ri}, {shi shu ma ri'i ri}
chu srin byis pa gsod|<term> śiśumāra (Skt: śiśumāra): A type of sea creature, its name literally means “child killer.” (Original glossary entry: https://84000.co/glossary/entity-34522.html)\n\nSynonym: {shi shu mA ra}
chu srin kU rma mang ba nyid|<place> Abundant Kūrma Monsters: A river on Saṅkāśa. (Original glossary entry: https://84000.co/glossary/entity-29821.html)
chu srin kum b+hi ra|<person> Kumbhīra (Skt: kumbhīra): A nāga king. (Original glossary entry: https://84000.co/glossary/entity-36038.html)\n\nSynonym: {chu srin kun b+hi ra}
chu srin kun b+ha ra'i gdong|<person> Kumbhīramukha (Skt: kumbhīramukha): A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-36039.html)
chu srin kun b+hi ra|<person> Kumbhīra (Skt: kumbhīra): A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-36038.html)\n\nSynonym: {chu srin kum b+hi ra}
chu srin ma ka ra|<term> makara (Skt: makara): A legendary sea monster often described as an amalgamation of several terrestrial and/or aquatic animals such as an elephant, a crocodile, and a boar, although the term is sometimes associated with the dugong, the crocodile, or the dolphin. Here its image is the twelfth of the eighty designs on the palms and soles of the Tathāgata. (Original glossary entry: https://84000.co/glossary/entity-9134.html)\n\nSynonym: {chu srin}
chu srin na kras bskor ba|<place> Surrounded by Nakra Crocodiles: A river on Saṅkāśa. (Original glossary entry: https://84000.co/glossary/entity-30779.html)
chu srin rgyal mtshan|<person> Makaradhvaja (Skt: makaradhvaja): A yakṣa general. (Original glossary entry: https://84000.co/glossary/entity-43304.html)
chu srin|<term> Capricorn, Makara (Skt: makara): Capricorn (zodiac sign and constellation). (Original glossary entry: https://84000.co/glossary/entity-5970.html)
chu srin|<person> Kumbhīra (Skt: kumbhīra): A yakṣa general. (Original glossary entry: https://84000.co/glossary/entity-31961.html)\n\nSynonyms: {ji 'jigs}, {kum b+hi ra}
chu srin|<term> makara (Skt: makara): \n1) A fabled sea monster, the front part of which is a mammal. It is said to be the largest animal in the world, with the strongest bite. Its head is said to be a combination of the features of an elephant, a crocodile, and a boar. The name is also applied to the dugong, the crocodile (in particular the Mugger crocodile, whose name is even derived from makara), and the dolphin, particularly the Ganges dolphin, because the Ganges goddess is said to ride on a makara.\n2) A mythical sea monster.\n3) An aquatic monster.\n4) A legendary sea monster often described as an amalgamation of several terrestrial and/or aquatic animals such as an elephant, a crocodile, and a boar, although the term is sometimes associated with the dugong, the crocodile, or the dolphin. Here its image is the twelfth of the eighty designs on the palms and soles of the Tathāgata.\n\n(Original glossary entry: https://84000.co/glossary/entity-9134.html)\n\nSynonym: {chu srin ma ka ra}
chu stod|<person> Āṣāḍha (Skt: āṣāḍha): The name of a certain householder. (Original glossary entry: https://84000.co/glossary/entity-7610.html)
chu stod|<person> Pūrvāṣādhā (Skt: (not in the skt. source of the mmk), pūrvāṣādhā): \n1) The name of a lunar asterism. Its chief star is known as Delta Sagittarii in the occidental tradition.\n2) The name of a nakṣatra. One of the two Āṣāḍhās.\n3) A lunar mansion in the west.\n4) The twentieth of the twenty-seven constellations, ornakṣatras, in Vedic astrology. Here it corresponds to the sixth month of the Tibetan calendar, when the moon is full in the constellation.\n\n(Original glossary entry: https://84000.co/glossary/entity-40697.html)
chu thams cad kyi rgya mtsho'i dpal|<person> Sarvatoyasamudraśrī (Skt: sarvatoyasamudraśrī): One of the names of Śrī Mahādevī. (Original glossary entry: https://84000.co/glossary/entity-6306.html)
chu tshod|<term> ghaṭikā, hour, nāḍikā (Skt: ghaṭī, ghaṭikā, nāḍikā): \n1) In this context, a technical term for a measure of astrological movements and human breaths\n2) A unit of time equaling approximately 24 minutes.\n3) Period of 24 minutes.\n\n(Original glossary entry: https://84000.co/glossary/entity-2707.html)
chu yi lha|<person> Varuṇa (Skt: varuṇa): The name of a bodhisattva present at the teaching of The White Lotus of Compassion Sūtra. (Original glossary entry: https://84000.co/glossary/entity-44123.html)\n\nSynonym: {chu lha}
chu yi lha|<person> Varuṇa (Skt: varuṇa): \n1) The name of the deity of water, whose weapon is a noose. In the Vedas, Varuṇa is an important deity and in particular the deity of the sky, but in later Indian tradition he is the deity of the water and the underworld. The Tibetan does not attempt to translate his name but instead has “god of water.” The Sanskrit name has ancient pre-Sanskrit origins, and, as he was originally the god of the sky, is related to the rootvṛ, meaning “enveloping” or “covering.” He has the same ancient origins as the ancient Greek sky deity Uranus and the Zoroastrian supreme deity Mazda.\n2) The name of one of the oldest of the Vedic gods, associated with the waters.\n\n(Original glossary entry: https://84000.co/glossary/entity-31673.html)\n\nSynonyms: {ba ru Na}, {chu}, {chu bdag}, {chu lha}, {chu'i lha}, {pa ru Na}
chu yi rgyal po lta bu|<person> Like the King of Water: Foremost in terms of insight among the followers of the buddha Sāgara. (Original glossary entry: https://84000.co/glossary/entity-23709.html)
chu'i brtul zhugs|<term> water observance: The name of a particular ascetic observance. (Original glossary entry: https://84000.co/glossary/entity-46074.html)
chu'i btag pa|<term> water trial (Skt: udakaparīkṣā): A type of ordeal to test one's veracity. (Original glossary entry: https://84000.co/glossary/entity-2232.html)
chu'i dpal|<person> Varuṇaśrī (Skt: varuṇaśrī): One of the future buddhas of this kalpa. (Original glossary entry: https://84000.co/glossary/entity-31676.html)
chu'i gos|<person> Jalāmbara (Skt: jalāmbara): The elder son of Jalavāhana and Jalāmbujagarbhā. (Original glossary entry: https://84000.co/glossary/entity-43817.html)\n\nSynonym: {chu'i rgyas}
chu'i khams dang / me'i khams dang / rlung gi khams mtha' yas pa|<term> boundlessness of the water element, the fire element, and the wind element (Skt: abdhātu-, tejodhātu-, and vāyudhātva-paryanta): The seventeenth of twenty-four aspects of the perfection of wisdom taught by Dharmodgata, and realized as meditative stabilities by Sadāprarudita, in chapter 75. (Original glossary entry: https://84000.co/glossary/entity-40835.html)
chu'i khams mu med pa|<term> abdhātvaparyanta (Skt: abdhātvaparyanta): Lit. “limitless waterelement.” Name of a meditative stabilization. (Original glossary entry: https://84000.co/glossary/entity-38035.html)
chu'i lha'i spyan|<person> Varuṇākṣa (Skt: varuṇākṣa): One of the future buddhas of this kalpa. (Original glossary entry: https://84000.co/glossary/entity-31675.html)
chu'i lha|<person> Varuṇa (Skt: varuṇa): \n1) The name of the deity of water, whose weapon is a noose. In the Vedas, Varuṇa is an important deity and in particular the deity of the sky, but in later Indian tradition he is the deity of the water and the underworld. The Tibetan does not attempt to translate his name but instead has “god of water.” The Sanskrit name has ancient pre-Sanskrit origins, and, as he was originally the god of the sky, is related to the rootvṛ, meaning “enveloping” or “covering.” He has the same ancient origins as the ancient Greek sky deity Uranus and the Zoroastrian supreme deity Mazda.\n2) The Vedic deity understood in later periods to be the lord of waters; thus the Tibetans translate his name as “God of Water” (chu'i lha). In The Question of Mañjuśrī his image is the fiftieth of the eighty designs on the palms of the hand and feet of the Tathāgata.\n\n(Original glossary entry: https://84000.co/glossary/entity-31673.html)\n\nSynonyms: {ba ru Na}, {chu}, {chu bdag}, {chu lha}, {chu yi lha}, {pa ru Na}
chu'i mdzod|<person> Jalagarbha (Skt: jalagarbha): The younger son of Jalavāhana and Jalāmbujagarbhā. (Original glossary entry: https://84000.co/glossary/entity-43816.html)\n\nSynonym: {chu'i snying po}
chu'i pad ma'i mdzod|<person> Jalāmbujagarbhā (Skt: jalāmbujagarbhā): The wife of Jalavāhana. (Original glossary entry: https://84000.co/glossary/entity-43818.html)\n\nSynonyms: {chu'i pad ma'i snying po}, {chu'i pad+ma'i snying po}
chu'i pad ma'i snying po|<person> Jalāmbujagarbhā (Skt: jalāmbujagarbhā): The wife of Jalavāhana. (Original glossary entry: https://84000.co/glossary/entity-43818.html)\n\nSynonyms: {chu'i pad ma'i mdzod}, {chu'i pad+ma'i snying po}
chu'i pad+ma'i snying po|<person> Jalāmbujagarbhā (Skt: jalāmbujagarbhā): The wife of Jalavāhana. (Original glossary entry: https://84000.co/glossary/entity-43818.html)\n\nSynonyms: {chu'i pad ma'i mdzod}, {chu'i pad ma'i snying po}
chu'i rgyal por snang ba|<place> Appearance of the Sovereign of Water: The world realm of the Tathāgata Glory of Precious Blue Lotus. (Original glossary entry: https://84000.co/glossary/entity-33632.html)
chu'i rgyas|<person> Jalāmbara (Skt: jalāmbara): The elder son of Jalavāhana and Jalāmbujagarbhā. (Original glossary entry: https://84000.co/glossary/entity-43817.html)\n\nSynonym: {chu'i gos}
chu'i rgyu 'dzin|<person> Holder of Water's Cause: A nāga king. (Original glossary entry: https://84000.co/glossary/entity-43877.html)
chu'i shugs 'dzin|<person> Holder of Water Power: A nāga king present in the assembly of the Buddha Śākyamuni. (Original glossary entry: https://84000.co/glossary/entity-35574.html)
chu'i shugs|<person> Strength of the Water: A nāga king. (Original glossary entry: https://84000.co/glossary/entity-34876.html)
chu'i snying po|<person> Jalagarbha (Skt: jalagarbha): The younger son of Jalavāhana and Jalāmbujagarbhā. (Original glossary entry: https://84000.co/glossary/entity-43816.html)\n\nSynonym: {chu'i mdzod}
chun po sna tshogs|<person> Dāmacitra (Skt: dāmacitra): One of the thousand sons of King Araṇemin. (Original glossary entry: https://84000.co/glossary/entity-42612.html)
chung ba'i nga rgyal|<term> pride of inferiority (Skt: ūnamāna): See. (Original glossary entry: https://84000.co/glossary/entity-41832.html)
chung che|<place> Heaven of Lesser Greatness, Parīttabṛhat (Skt: parīttabṛhat): Literally meaning “Small Great,” the name used in this text and in the Hundred Thousand for what is, in the Prajñāpāramitā literature, the fourteenth of the sixteen levels of the god realm of form that correspond to the four meditative concentrations. The Sanskrit equivalent is attested in the Sanskrit of the Hundred Thousand, while the name Anabhraka (q. v.) is used in the later Sanskrit manuscripts that correspond more closely to the eight-chapter Tengyur version of this text. In other genres, this is the tenth of twelve levels of the god realm of form that correspond to the four meditative concentrations. (Original glossary entry: https://84000.co/glossary/entity-41630.html)
chung dge|<place> Heaven of Limited Virtue, Parīttaśubha (Skt: parīttaśubha): Tenth of the sixteen god realms of form that correspond to the four meditative concentrations, meaning “Little Virtue.” (Original glossary entry: https://84000.co/glossary/entity-41809.html)\n\nSynonyms: {dge ba}, {dge ba chung ba}, {dge chung}, {dge chung gi lha rnams}
chung ma can|<place> Patnīya (Skt: patnīya): A geographical location in this sūtra. (Original glossary entry: https://84000.co/glossary/entity-45827.html)
chung snang|<place> Parīttābha (Skt: parīttābha): Fifth of the sixteen god realms of form that correspond to the four meditative concentrations, meaning “Little Radiance.” (Original glossary entry: https://84000.co/glossary/entity-41706.html)\n\nSynonyms: {'od chung}, {snang ba chung ngu}
chung zad med pa'i skye mched|<place> sphere of nothingness (Skt: ākiñcanyāyatana): The third of the four attainments of the formless states. Also a class of devas in the formless realm (ārūpyadhātu); there is no body in this world, only mind. Rebirth there results from accomplishing the formless meditative absorptions (ārūpyasamāpatti). (Original glossary entry: https://84000.co/glossary/entity-41906.html)\n\nSynonyms: {ci yang med pa'i skye mched}, {cung zad med pa'i skye mched}
chus bgags pa|<term> urinary retention (Skt: mūtrarodha): Symptom that may be evidence of an illness considered an impediment to ordination. (Original glossary entry: https://84000.co/glossary/entity-4010.html)
chus byin|<person> Varuṇadatta (Skt: varuṇadatta): \n1) One of “the sixteen excellent men.”\n2) One of the bodhisattvas attending this teaching.\n\n(Original glossary entry: https://84000.co/glossary/entity-32145.html)
chus khyab pa|<place> Pervasive Waters: An ocean between Kuru and Godānīya. (Original glossary entry: https://84000.co/glossary/entity-30594.html)
chu|<person> Water: A great bodhisattva. (Original glossary entry: https://84000.co/glossary/entity-36505.html)
chu|<person> Varuṇa (Skt: varuṇa): \n1) The god of water.\n2) The name of the deity of water. In the Vedas, Varuṇa is an important deity and in particular the deity of the sky, but in later Indian tradition he is the god of only the water and the underworld. The Tibetan does not attempt to translate his name, but instead has “god of water.”\n\n(Original glossary entry: https://84000.co/glossary/entity-31673.html)\n\nSynonyms: {ba ru Na}, {chu bdag}, {chu lha}, {chu yi lha}, {chu'i lha}, {pa ru Na}
ci 'dod sgrub pa|<place> Sāketa (Skt: sāketā): An ancient city corresponding to modern Ayodhya. (Original glossary entry: https://84000.co/glossary/entity-16820.html)\n\nSynonyms: {gnas bcas}, {gnas dang bcas}, {yul gnas bcas}
ci 'jigs|<person> Kimbhīra (Skt: kimbhīra, kumbhīra): A monk disciple of the Buddha Śākyamuni, also a bodhisattva in another realm. See. (Original glossary entry: https://84000.co/glossary/entity-13613.html)
ci 'jigs|<person> Kiṃbhīra (Skt: kiṃbhīra): \n1) One of the twelve great yakṣa generals who protect and serve those who bear, read, recite, copy, or commission a copy of the Bhaiṣajyaguruvaiḍūryaprabharājasūtra.\n2) A yakṣa of Rājagṛha who interacts with the Buddha in chapter 2 of the Bodhisatvapiṭaka.\n\n(Original glossary entry: https://84000.co/glossary/entity-29517.html)
ci smra|<person> Kimi (Skt: kimi): One of the tathāgatas attending the delivery of the MMK. (Original glossary entry: https://84000.co/glossary/entity-11566.html)
ci thob pa'i bsod snyoms pa|<term> subsist only on whatever alms they obtain (Skt: prasthapiṇḍika): Sixth of the twelve ascetic practices. (Original glossary entry: https://84000.co/glossary/entity-41428.html)
ci tra dmar po|<term> red leadwort (Skt: raktacitra, raktacitraka): Plumbago rosea. (Original glossary entry: https://84000.co/glossary/entity-2151.html)
ci tra ka|<term> leadwort (Skt: citraka): Plumbago zeylanica. (Original glossary entry: https://84000.co/glossary/entity-2072.html)
ci yang med min|<place> Naivakiñcanya (Skt: naivakiñcanya): One of the gods' realms; also used as the name of the gods living there. (Original glossary entry: https://84000.co/glossary/entity-12796.html)
ci yang med pa'i skye mched|<place> abode of nothing whatsoever, field of nothing whatsoever, Nothingness, Sphere of Absolute Nothingness, sphere of nothing whatsoever, sphere of nothingness, state of nothingness, station of nothing-at-all, those belonging to the sphere of nothingness (Skt: ākiṃcanyāyatana, ākiṃcityāyatana, ākiñcanyāyatana, akiñcanyāyatanaṃ, ākiñcanyāyatanopaga): \n1) Name of the third of the four formless realms and of the third formless concentration, so termed because in its preparatory phase absolute nothingness is the object of meditation.\n2) The third of the four attainments of the formless states. Also a class of devas in the formless realm (ārūpyadhātu); there is no body in this world, only mind. Rebirth there results from accomplishing the formless meditative absorptions (ārūpyasamāpatti).\n3) Third of four states in the formless realm.\n4) Third of the four heavens of the formless realm. Rebirth there is the karmic result of accomplishing one of the formless meditative absorptions.\n5) Third of the four formless realms. The term also refers to the class of gods that dwell there and the third of the four formless absorptions. The other three realms are the station of endless space, the station of endless consciousness, and the station of neither perception nor nonperception.\n6) The second highest of the four formless realms. See also “state.”\n7) The sixth of the eight liberations.\n8) One of the three lower formless realms among the four formless realms, so termed because in its preparatory phase absolute nothingness is the object of meditation.\n9) The third meditative state pertaining to the formless realm.\n10) The third of the four levels of the formless realm and its meditation, when there is the perception of nothingness.\n\n(Original glossary entry: https://84000.co/glossary/entity-41906.html)\n\nSynonyms: {chung zad med pa'i skye mched}, {cung zad med pa'i skye mched}
ci yang med pa|<term> Ākiñcanya, nothing-at-all (Skt: ākiṃcintya, ākiñcanya): One of the gods' realms; also used as the name of the gods living there. (Original glossary entry: https://84000.co/glossary/entity-12707.html)
ci yang min|<person> Nothing: The name of a bodhisattva. (Original glossary entry: https://84000.co/glossary/entity-32934.html)
ci'i dbang phyug sa bon|<person> Kimīśvarabīja (Skt: kimīśvarabīja): One of the hundred names prophesied by the Buddha Ratnagarbha for 2, 500 buddhas, presumably the name of twenty-five of those buddhas. (Original glossary entry: https://84000.co/glossary/entity-42692.html)
ci|<term> Chi: A clan or tribe in Tibet. According to the Catalog, one of the eighteen tribes of Nguchen Gyalmo, belonging to the divine lineage of Go. (Original glossary entry: https://84000.co/glossary/entity-44720.html)
cod pan bcings pa'i mchod rten|<place> Makuṭabandhana (Skt: makuṭabandhana): A temple or shrine in the country of the Mallas. (Original glossary entry: https://84000.co/glossary/entity-12785.html)
cod pan brgyan pa|<person> Mukuṭālaṃkṛta (Skt: mukuṭālaṃkṛta): A bodhisattva who is prince predicted to become the Buddha Anantaguṇakīrti, and whose name is attested in the Sanskrit manuscript of this sūtra. (Original glossary entry: https://84000.co/glossary/entity-44534.html)
cod pan so|<person> Makuṭadantī (Skt: makuṭadantī): A rākṣasī known only from this sūtra. (Original glossary entry: https://84000.co/glossary/entity-9337.html)
cod pan|<term> crown, diadem (Skt: kirīṭa, kirīṭi, mukuṭa, paṭṭa, uṣṇīṣa): \n1) A crown or turban that dons the head of the king and symbolizes royalty.\n2) Sixth of the eighty designs on the palms and soles of the Tathāgata.\n\n(Original glossary entry: https://84000.co/glossary/entity-2708.html)
cog bu pa|<term> one who sleeps sitting up, user of the grass mat (Skt: naiṣadyika): Aspiritual practitionerwho adheres to the practice of residing on a straw mat. (Original glossary entry: https://84000.co/glossary/entity-13137.html)
cog ro klu'i rgyal mtshan|<person> Chokro Lui Gyaltsen: Chokro Lui Gyaltsen was a renowned translator during the imperial period. (Original glossary entry: https://84000.co/glossary/entity-44802.html)
cu gon pa na|<person> Chugönpana: An image of the Buddha. (Original glossary entry: https://84000.co/glossary/entity-28496.html)
cung zad 'bigs pa|<term> slightly piercing: A type of worm (srin bu) that lives in and feeds on the body. (Original glossary entry: https://84000.co/glossary/entity-15859.html)
cung zad can|<person> Kiñcinī (Skt: kiñcinī): A nāga king. (Original glossary entry: https://84000.co/glossary/entity-43250.html)
cung zad dkar ba|<term> slightly white: A type of worm (srin bu) that lives in and feeds on the body. (Original glossary entry: https://84000.co/glossary/entity-15864.html)
cung zad med pa'i skye mched la nye bar bsgrubs te gnas pa|<term> one achieves and dwells in the sphere of nothing-at-all, [thinking, 'There is nothing at all'] (Skt: akiṃcanyāyatanamupasampadya viharati): Sixth of the eight aspects of liberation. Also the seventh of the nine serial steps of meditative absorption and the third of the four formless meditative absorptions. (Original glossary entry: https://84000.co/glossary/entity-41303.html)
cung zad med pa'i skye mched|<term> sphere of nothing-at-all, sphere of nothingness (Skt: ākiṃcanyāyatana, akiñcanyāyatana): \n1) The third of the four states of imperturbability, which leads to rebirth in the formless realm (Skt.ārūpyadhātu) as a deva without form.\n2) The third formless meditative absorption and its resultant formless realm of existence.\n\n(Original glossary entry: https://84000.co/glossary/entity-41906.html)\n\nSynonyms: {chung zad med pa'i skye mched}, {ci yang med pa'i skye mched}
cung zad pa|<person> Kiñcaka (Skt: kiñcaka): A nāga king. (Original glossary entry: https://84000.co/glossary/entity-43249.html)
d+ha rmA ka ra|<person> Dharmākara (Skt: dharmākara): Indian scholar (Skt. upādhyāya) who assisted the Tibetan translation of The Noble Dharma Discourse Describing the Benefits of Producing Representations of the Thus-Gone One, among other works. (Original glossary entry: https://84000.co/glossary/entity-34946.html)\n\nSynonyms: {d+harmA ka ra}, {dharmA ka ra}
d+har+ma pA la|<person> Dharmapāla (Skt: dharmapāla): An Indian scholar from the eighth century named as one of the translators of this sūtra. (Original glossary entry: https://84000.co/glossary/entity-32179.html)
d+har+ma shrI b+ha dra|<person> Dharmaśrībhadra (Skt: dharmaśrībhadra): The Indian scholar who assisted with the translation of The Exemplary Tale of Sumāgadhā and other works into Tibetan. He lived sometime during the late tenth century to the middle of the eleventh century. (Original glossary entry: https://84000.co/glossary/entity-10621.html)\n\nSynonym: {dhar+ma shrI bha dra}
d+har+ma tA shI la|<person> Dharmatāśīla (Skt: dharmatāśīla): Named as one of the editor-translators of this sūtra. (Original glossary entry: https://84000.co/glossary/entity-32181.html)\n\nSynonyms: {chos nyid tshul khrims}, {dha rma tA shI la}, {d+harma tA shI la}, {dharmatA shIla}
d+harmA ka ra|<person> Dharmākara (Skt: dharmākara): \n1) One of the translators of the Tibetan Vinaya vastu of the Mūlasarvāstivāda Vinaya. Butön includes the Kashmiri preceptor Dharmākara in his list of ninety-three paṇḍitas invited to Tibet to assist in the translation of the Buddhist scriptures. Tāranātha dates Dharmākara to the rule of *Vanapāla, son of Dharmapāla. With Paltsek, he translated two of Kalyāṇamitra's works on Vinaya, the Vinayapraśnakārikā ('dul ba dri ba'i tshig le'ur byas pa, Toh 4134, Degé Tengyur, vol. SU, folios 70.b.3–74.b.5) and the Vinayapraśnaṭīkā ('dul ba dri ba rgya cher 'grel pa, Toh 4135, Degé Tengyur, vol. SU, folios 74.b.5–132.a.2).\n2) One of the translators of the Tibetan Vinayavastu of the Mūlasarvāstivāda Vinaya.\n\n(Original glossary entry: https://84000.co/glossary/entity-34946.html)\n\nSynonyms: {d+ha rmA ka ra}, {dharmA ka ra}
d+harma d+hA tu|<term> dharmadhātu (Skt: dharmadhātu): The condition of phenomena as they truly are, undistorted by conceptual thinking. (Original glossary entry: https://84000.co/glossary/entity-8252.html)\n\nSynonyms: {chos dbyings}, {chos kyi dbying}, {chos kyi dbyings}, {don dam dbyings}
d+harma shrI mi tra|<person> Dharmaśrīmitra (Skt: dharmaśrīmitra): An Indian paṇḍita active in the eleventh century. (Original glossary entry: https://84000.co/glossary/entity-36584.html)
d+harma tA shI la|<person> Dharmatāśīla (Skt: dharmatāśīla): Eighth- to ninth-century Tibetan monk, preceptor, and translator. (Original glossary entry: https://84000.co/glossary/entity-32181.html)\n\nSynonyms: {chos nyid tshul khrims}, {dha rma tA shI la}, {d+har+ma tA shI la}, {dharmatA shIla}
dA na shI la|<place> Dānaśīla (Skt: dānaśīla): \n1) An Indian preceptor from Kashmir who was resident in Tibet during the late eighth and early ninth centuries. He translated many texts in the Kangyur in collaboration with Yeshé Dé.\n2) The name of an Indian preceptor, active in Tibet in the ninth century, who translated many texts in the Kangyur.\n3) An Indian preceptor from Kashmir who was resident in Tibet during the late eighth and early ninth centuries. He was a frequent collaborator of Yeshé Dé.\n4) An Indian preceptor from Kashmir who was resident in Tibet during the late eighth and early ninth centuries. He translated many texts in the Kangyur in collaboration with Yeshé Dé.\n5) Translator of the Sukhāvatīvyūhasūtra.\n6) An Indian preceptor and one of the translators of this sūtra.\n7) An Indian preceptor and translator who was resident in Tibet during the late eighth and early ninth centuries.\n8) An Indian paṇḍita who was resident in Tibet during the late eighth and early ninth centuries.\n9) “Charitable,” an Indian paṇḍita who traveled to Tibet during the time of King Trisong Detsen to serve as a translator.\n10) Eighth-century Indian teacher and translator.\n\n(Original glossary entry: https://84000.co/glossary/entity-44003.html)
